name,online_order,book_table,rate,votes,approx_cost(for two people),listed_in(type),city,year
Restaurant_364,Yes,Yes,2.8,1816,1298,Buffet,Kolkata,2024
Restaurant_365,Yes,Yes,3.6,4167,2250,Café,Chennai,2024
Restaurant_366,Yes,No,2.7,4334,1798,Buffet,Mumbai,2023
Restaurant_367,Yes,Yes,2.4,4712,947,Buffet,Bangalore,2019
Restaurant_368,No,Yes,2.4,3669,4173,Café,Kolkata,2020
Restaurant_369,Yes,Yes,3.7,1535,2522,Quick Bites,Mumbai,2024
Restaurant_370,Yes,Yes,4.2,770,1753,Buffet,Hyderabad,2021
Restaurant_371,No,Yes,3.0,604,1815,Fine Dining,Hyderabad,2025
Restaurant_372,No,No,2.1,1065,3954,Quick Bites,Hyderabad,2019
Restaurant_373,Yes,Yes,2.4,1864,4624,Café,Kolkata,2025
Restaurant_374,No,Yes,4.7,3093,2502,Quick Bites,Kolkata,2018
Restaurant_375,Yes,Yes,3.5,3926,4421,Casual Dining,Bangalore,2021
Restaurant_376,No,No,3.4,3685,3855,Casual Dining,Chennai,2021
Restaurant_377,Yes,No,2.1,2058,3595,Buffet,Delhi,2018
Restaurant_378,Yes,No,4.2,1468,416,Buffet,Hyderabad,2019
Restaurant_379,Yes,Yes,3.6,1229,3516,Fine Dining,Pune,2018
Restaurant_380,Yes,No,2.6,4238,1559,Quick Bites,Chennai,2025
Restaurant_381,Yes,No,2.3,4191,3974,Casual Dining,Pune,2023
Restaurant_382,No,No,3.2,1509,4477,Buffet,Bangalore,2021
Restaurant_383,Yes,No,4.5,1840,4629,Quick Bites,Bangalore,2022
Restaurant_384,Yes,Yes,4.6,3405,4806,Buffet,Bangalore,2022
Restaurant_385,Yes,No,3.8,1213,4678,Buffet,Mumbai,2025
Restaurant_386,Yes,No,4.2,4280,2096,Casual Dining,Pune,2020
Restaurant_387,Yes,Yes,2.3,2820,4627,Casual Dining,Chennai,2024
Restaurant_388,No,Yes,3.8,3102,1099,Buffet,Chennai,2018
Restaurant_389,No,No,4.0,3054,841,Café,Kolkata,2018
Restaurant_390,Yes,Yes,2.6,4683,4929,Buffet,Kolkata,2020
Restaurant_391,No,No,4.6,3524,3827,Buffet,Hyderabad,2020
Restaurant_392,Yes,Yes,2.6,1808,395,Fine Dining,Kolkata,2025
Restaurant_393,No,Yes,2.9,2585,2093,Fine Dining,Bangalore,2025
Restaurant_394,No,No,3.9,154,3475,Fine Dining,Chennai,2020
Restaurant_395,Yes,Yes,3.9,4867,4250,Café,Pune,2021
Restaurant_396,No,No,4.1,3936,4753,Café,Bangalore,2025
Restaurant_397,No,Yes,2.3,1387,2504,Buffet,Mumbai,2023
Restaurant_398,Yes,No,4.5,3156,3800,Fine Dining,Kolkata,2025
Restaurant_399,Yes,Yes,3.6,1835,3543,Café,Bangalore,2018
Restaurant_400,No,Yes,3.4,803,2256,Casual Dining,Bangalore,2025
Restaurant_401,No,Yes,4.9,1611,3008,Buffet,Mumbai,2021
Restaurant_402,No,Yes,4.2,4424,1424,Quick Bites,Delhi,2020
Restaurant_403,Yes,Yes,2.4,1120,1086,Buffet,Chennai,2018
Restaurant_404,No,No,4.3,4063,592,Quick Bites,Pune,2025
Restaurant_405,No,Yes,2.3,4803,1875,Fine Dining,Hyderabad,2021
Restaurant_406,No,No,2.1,3947,3390,Quick Bites,Delhi,2023
Restaurant_407,Yes,No,3.2,3973,2646,Fine Dining,Kolkata,2025
Restaurant_408,Yes,No,5.0,4952,4105,Casual Dining,Bangalore,2021
Restaurant_409,Yes,Yes,2.5,792,3538,Quick Bites,Mumbai,2023
Restaurant_410,Yes,No,4.0,1126,3791,Buffet,Mumbai,2020
Restaurant_411,No,Yes,2.5,1760,3966,Fine Dining,Chennai,2025
Restaurant_412,Yes,No,4.2,2586,2727,Buffet,Delhi,2023
Restaurant_413,No,No,3.5,4037,2381,Café,Hyderabad,2018
Restaurant_414,No,No,4.0,3346,3964,Fine Dining,Chennai,2020
Restaurant_415,No,No,2.6,4397,554,Quick Bites,Bangalore,2018
Restaurant_416,No,No,4.2,1497,2831,Fine Dining,Chennai,2022
Restaurant_417,Yes,Yes,5.0,3885,1721,Buffet,Pune,2019
Restaurant_418,Yes,No,4.0,3641,2872,Casual Dining,Mumbai,2025
Restaurant_419,Yes,No,3.5,4202,3378,Fine Dining,Mumbai,2023
Restaurant_420,Yes,Yes,4.8,3968,2537,Quick Bites,Kolkata,2019
Restaurant_421,Yes,Yes,2.0,3407,828,Café,Kolkata,2019
Restaurant_422,No,Yes,4.2,83,2879,Casual Dining,Hyderabad,2023
Restaurant_423,Yes,No,4.7,1369,4622,Café,Bangalore,2020
Restaurant_424,Yes,No,2.2,1101,1638,Fine Dining,Pune,2025
Restaurant_425,Yes,No,3.4,4863,1621,Buffet,Delhi,2022
Restaurant_426,Yes,No,2.6,1951,1326,Buffet,Chennai,2018
Restaurant_427,No,No,3.7,3158,2883,Quick Bites,Hyderabad,2021
Restaurant_428,No,No,3.9,4313,1980,Buffet,Bangalore,2018
Restaurant_429,No,Yes,2.9,1254,1731,Casual Dining,Kolkata,2021
Restaurant_430,No,Yes,3.4,1295,2114,Buffet,Chennai,2018
Restaurant_431,No,No,2.8,4515,1432,Quick Bites,Kolkata,2023
Restaurant_432,Yes,No,3.1,3046,2156,Fine Dining,Chennai,2022
Restaurant_433,No,No,2.5,780,592,Fine Dining,Delhi,2025
Restaurant_434,No,No,4.7,1853,1025,Buffet,Bangalore,2021
Restaurant_435,No,No,2.0,83,3163,Café,Chennai,2025
Restaurant_436,Yes,Yes,4.6,1670,2595,Fine Dining,Pune,2025
Restaurant_437,Yes,Yes,3.7,4359,4345,Buffet,Hyderabad,2025
Restaurant_438,No,No,3.0,829,1992,Quick Bites,Mumbai,2024
Restaurant_439,Yes,Yes,4.2,3828,3264,Buffet,Pune,2020
Restaurant_440,Yes,No,3.5,341,1563,Fine Dining,Pune,2018
Restaurant_441,No,No,3.5,1431,2548,Quick Bites,Hyderabad,2025
Restaurant_442,Yes,No,2.3,3665,3751,Buffet,Mumbai,2018
Restaurant_443,Yes,Yes,3.2,4941,3828,Casual Dining,Pune,2025
Restaurant_444,Yes,Yes,2.7,1701,3536,Quick Bites,Chennai,2021
Restaurant_445,No,No,2.0,4560,1765,Casual Dining,Chennai,2020
Restaurant_446,No,Yes,3.1,4418,3867,Café,Chennai,2020
Restaurant_447,No,Yes,2.3,237,2413,Quick Bites,Mumbai,2023
Restaurant_448,Yes,No,2.8,2891,4296,Casual Dining,Pune,2024
Restaurant_449,No,Yes,2.3,4963,1219,Fine Dining,Mumbai,2023
Restaurant_450,Yes,Yes,2.3,2875,1484,Fine Dining,Chennai,2023
Restaurant_451,Yes,No,2.6,2585,262,Café,Hyderabad,2023
Restaurant_452,Yes,No,5.0,4532,2730,Quick Bites,Pune,2023
Restaurant_453,No,Yes,2.0,474,3592,Quick Bites,Pune,2023
Restaurant_454,No,No,3.9,287,3472,Quick Bites,Kolkata,2022
Restaurant_455,No,Yes,2.4,4124,2469,Café,Kolkata,2020
Restaurant_456,No,No,4.8,75,4447,Quick Bites,Delhi,2023
Restaurant_457,Yes,No,2.3,4272,843,Fine Dining,Bangalore,2025
Restaurant_458,No,No,4.9,412,4921,Casual Dining,Kolkata,2020
Restaurant_459,Yes,No,3.8,3993,416,Fine Dining,Mumbai,2020
Restaurant_460,No,Yes,2.0,4514,395,Fine Dining,Kolkata,2019
Restaurant_461,No,No,4.7,3488,4064,Casual Dining,Delhi,2022
Restaurant_462,No,No,3.6,3454,3473,Fine Dining,Pune,2023
Restaurant_463,Yes,No,2.8,4702,2894,Café,Delhi,2018
Restaurant_464,Yes,Yes,4.3,4429,3412,Casual Dining,Pune,2021
Restaurant_465,Yes,Yes,4.8,3049,2955,Fine Dining,Hyderabad,2024
Restaurant_466,Yes,No,3.5,1447,1721,Buffet,Hyderabad,2025
Restaurant_467,Yes,No,2.9,438,1280,Fine Dining,Pune,2018
Restaurant_468,No,No,4.4,2692,921,Café,Bangalore,2022
Restaurant_469,Yes,No,4.0,2787,1762,Quick Bites,Kolkata,2021
Restaurant_470,Yes,No,4.7,3388,839,Fine Dining,Mumbai,2022
Restaurant_471,Yes,No,4.1,402,4460,Quick Bites,Mumbai,2025
Restaurant_472,Yes,Yes,2.7,4551,4510,Buffet,Chennai,2020
Restaurant_473,No,No,4.8,351,3987,Fine Dining,Pune,2021
Restaurant_474,Yes,No,2.3,142,3936,Casual Dining,Mumbai,2020
Restaurant_475,No,No,2.8,274,289,Quick Bites,Bangalore,2025
Restaurant_476,No,No,3.6,4198,3121,Buffet,Pune,2018
Restaurant_477,No,No,3.7,1695,1451,Casual Dining,Bangalore,2025
Restaurant_478,Yes,No,2.0,1444,1302,Casual Dining,Mumbai,2018
Restaurant_479,No,Yes,4.3,1670,4903,Casual Dining,Mumbai,2021
Restaurant_480,Yes,Yes,3.1,3827,548,Casual Dining,Chennai,2021
Restaurant_481,Yes,Yes,3.2,2364,4113,Fine Dining,Mumbai,2023
Restaurant_482,Yes,Yes,4.4,275,4252,Fine Dining,Pune,2022
Restaurant_483,Yes,Yes,3.1,4751,3141,Fine Dining,Hyderabad,2023
Restaurant_484,Yes,Yes,2.1,1146,445,Buffet,Pune,2022
Restaurant_485,No,No,2.5,4559,471,Buffet,Pune,2023
Restaurant_486,No,No,4.9,4936,2230,Buffet,Chennai,2020
Restaurant_487,Yes,No,2.2,1400,4698,Café,Chennai,2021
Restaurant_488,No,No,3.1,1122,3387,Buffet,Mumbai,2018
Restaurant_489,Yes,No,3.5,2244,3706,Fine Dining,Delhi,2022
Restaurant_490,No,No,3.5,2876,1665,Fine Dining,Delhi,2025
Restaurant_491,No,Yes,2.0,3078,1395,Café,Chennai,2022
Restaurant_492,No,No,3.5,2189,3287,Café,Mumbai,2018
Restaurant_493,No,Yes,3.2,4977,3208,Buffet,Delhi,2023
Restaurant_494,No,Yes,4.9,644,4023,Quick Bites,Mumbai,2022
Restaurant_495,Yes,No,2.5,3641,1814,Café,Mumbai,2024
Restaurant_496,Yes,No,3.1,1409,1326,Casual Dining,Mumbai,2020
Restaurant_497,No,No,3.3,4796,4579,Fine Dining,Kolkata,2021
Restaurant_498,Yes,No,3.2,2749,716,Casual Dining,Pune,2018
Restaurant_499,No,No,4.0,3180,2865,Fine Dining,Mumbai,2021
Restaurant_500,Yes,No,2.6,1875,1501,Fine Dining,Kolkata,2024
Restaurant_501,No,No,2.7,1965,811,Café,Chennai,2022
Restaurant_502,No,Yes,4.2,4687,949,Café,Delhi,2022
Restaurant_503,No,No,3.5,2228,2056,Casual Dining,Pune,2025
Restaurant_504,Yes,No,3.2,1399,599,Fine Dining,Hyderabad,2024
Restaurant_505,Yes,Yes,2.5,4889,1726,Casual Dining,Delhi,2018
Restaurant_506,No,No,2.6,3140,2224,Quick Bites,Pune,2025
Restaurant_507,No,No,2.0,4286,519,Casual Dining,Hyderabad,2020
Restaurant_508,Yes,Yes,2.3,4124,535,Buffet,Delhi,2025
Restaurant_509,Yes,No,3.7,1259,2298,Casual Dining,Pune,2019
Restaurant_510,Yes,No,4.7,3176,373,Buffet,Delhi,2018
Restaurant_511,Yes,No,2.9,1255,4219,Buffet,Delhi,2019
Restaurant_512,Yes,No,3.0,63,1841,Buffet,Hyderabad,2024
Restaurant_513,No,No,2.3,2920,700,Quick Bites,Delhi,2023
Restaurant_514,Yes,No,3.2,2406,3846,Casual Dining,Delhi,2019
Restaurant_515,No,Yes,2.1,452,2563,Casual Dining,Hyderabad,2020
Restaurant_516,No,No,4.8,4685,2056,Quick Bites,Chennai,2025
Restaurant_517,Yes,No,4.0,3621,3352,Fine Dining,Mumbai,2023
Restaurant_518,Yes,Yes,5.0,4387,2096,Café,Bangalore,2025
Restaurant_519,No,Yes,4.6,2417,1918,Casual Dining,Kolkata,2019
Restaurant_520,Yes,No,3.4,832,1978,Café,Bangalore,2025
Restaurant_521,No,Yes,3.6,3712,4992,Quick Bites,Bangalore,2024
Restaurant_522,Yes,No,2.6,2949,3257,Fine Dining,Pune,2023
Restaurant_523,Yes,No,3.4,4746,2913,Fine Dining,Mumbai,2024
Restaurant_524,Yes,Yes,4.7,1041,4028,Fine Dining,Pune,2019
Restaurant_525,No,No,2.2,2026,4947,Quick Bites,Mumbai,2024
Restaurant_526,Yes,No,4.6,572,1294,Buffet,Hyderabad,2020
Restaurant_527,No,Yes,3.0,2548,245,Buffet,Hyderabad,2019
Restaurant_528,Yes,Yes,4.7,350,1645,Café,Mumbai,2019
Restaurant_529,No,Yes,4.8,4577,2396,Buffet,Delhi,2019
Restaurant_530,Yes,Yes,4.0,3785,3401,Buffet,Chennai,2018
Restaurant_531,No,No,4.0,2306,655,Fine Dining,Delhi,2025
Restaurant_532,No,Yes,3.4,244,1862,Fine Dining,Chennai,2018
Restaurant_533,No,Yes,4.5,1126,3124,Café,Pune,2018
Restaurant_534,No,Yes,4.9,1918,1165,Casual Dining,Chennai,2020
Restaurant_535,No,Yes,4.3,1427,1728,Café,Pune,2023
Restaurant_536,No,Yes,3.9,4929,3176,Café,Hyderabad,2025
Restaurant_537,Yes,No,3.8,1301,3271,Quick Bites,Bangalore,2024
Restaurant_538,No,Yes,4.5,3498,2721,Quick Bites,Hyderabad,2022
Restaurant_539,No,No,3.6,4737,1326,Café,Hyderabad,2019
Restaurant_540,No,Yes,4.4,3664,3604,Café,Bangalore,2024
Restaurant_541,Yes,Yes,3.5,538,4692,Café,Chennai,2019
Restaurant_542,Yes,Yes,2.2,3334,2543,Buffet,Chennai,2020
Restaurant_543,Yes,Yes,3.2,1990,306,Quick Bites,Pune,2019
Restaurant_544,No,Yes,3.3,2949,2777,Café,Delhi,2018
Restaurant_545,Yes,Yes,2.4,1339,3354,Fine Dining,Pune,2025
Restaurant_546,Yes,Yes,2.3,1243,4583,Fine Dining,Delhi,2022
Restaurant_547,No,Yes,3.6,1763,4253,Buffet,Hyderabad,2021
Restaurant_548,No,No,2.3,2810,414,Buffet,Bangalore,2019
Restaurant_549,Yes,Yes,2.9,2943,4639,Casual Dining,Hyderabad,2024
Restaurant_550,No,No,4.2,2769,4489,Casual Dining,Mumbai,2018
Restaurant_551,No,Yes,4.9,2785,4453,Casual Dining,Chennai,2021
Restaurant_552,No,No,4.2,3497,664,Buffet,Delhi,2022
Restaurant_553,No,Yes,5.0,3860,2572,Buffet,Pune,2021
Restaurant_554,Yes,Yes,4.1,2537,791,Buffet,Bangalore,2018
Restaurant_555,No,Yes,2.9,900,2388,Fine Dining,Delhi,2025
Restaurant_556,Yes,No,4.0,2075,1083,Buffet,Pune,2025
Restaurant_557,Yes,No,4.1,1198,4358,Fine Dining,Chennai,2023
Restaurant_558,Yes,No,3.1,4307,503,Casual Dining,Hyderabad,2025
Restaurant_559,Yes,No,2.1,750,4691,Casual Dining,Chennai,2023
Restaurant_560,No,Yes,4.1,1379,533,Casual Dining,Kolkata,2021
Restaurant_561,No,Yes,2.1,1399,3033,Café,Mumbai,2020
Restaurant_562,No,Yes,3.9,2010,4706,Café,Kolkata,2024
Restaurant_563,Yes,No,2.5,1481,2531,Quick Bites,Bangalore,2024
Restaurant_564,Yes,Yes,3.7,1546,4761,Quick Bites,Delhi,2021
Restaurant_565,Yes,No,3.5,328,279,Quick Bites,Bangalore,2019
Restaurant_566,No,No,2.0,2274,3963,Café,Hyderabad,2019
Restaurant_567,Yes,No,3.1,1904,3031,Café,Pune,2025
Restaurant_568,No,No,3.8,3721,2177,Quick Bites,Chennai,2024
Restaurant_569,No,No,4.5,4829,932,Quick Bites,Kolkata,2024
Restaurant_570,No,Yes,4.7,2832,4176,Buffet,Kolkata,2023
Restaurant_571,No,No,3.5,4518,2017,Quick Bites,Hyderabad,2020
Restaurant_572,Yes,No,4.2,1285,1584,Buffet,Kolkata,2018
Restaurant_573,No,Yes,2.9,3093,2324,Fine Dining,Hyderabad,2019
Restaurant_574,Yes,No,3.0,410,1398,Café,Bangalore,2024
Restaurant_575,No,No,2.6,733,2492,Quick Bites,Chennai,2023
Restaurant_576,Yes,Yes,3.7,2339,4417,Café,Delhi,2022
Restaurant_577,Yes,Yes,2.9,1145,384,Café,Pune,2023
Restaurant_578,No,Yes,2.3,2780,4327,Café,Delhi,2019
Restaurant_579,No,No,4.1,4856,1197,Fine Dining,Bangalore,2019
Restaurant_580,No,Yes,4.1,277,2186,Casual Dining,Pune,2023
Restaurant_581,Yes,Yes,3.1,579,3009,Quick Bites,Kolkata,2018
Restaurant_582,No,Yes,2.2,2566,4864,Casual Dining,Mumbai,2021
Restaurant_583,No,No,3.3,1983,2557,Casual Dining,Bangalore,2019
Restaurant_584,Yes,Yes,3.3,555,1879,Casual Dining,Bangalore,2023
Restaurant_585,No,No,4.0,2832,3239,Café,Chennai,2024
Restaurant_586,Yes,No,2.9,4470,2711,Buffet,Delhi,2023
Restaurant_587,No,Yes,4.0,4652,3727,Café,Bangalore,2020
Restaurant_588,Yes,No,4.6,280,3226,Café,Bangalore,2021
Restaurant_589,Yes,No,2.7,748,2945,Casual Dining,Kolkata,2022
Restaurant_590,No,Yes,4.9,1267,4373,Café,Kolkata,2018
Restaurant_591,Yes,No,3.2,68,2781,Casual Dining,Pune,2025
Restaurant_592,No,Yes,2.8,4191,4403,Buffet,Hyderabad,2022
Restaurant_593,No,No,3.3,4868,3011,Quick Bites,Hyderabad,2021
Restaurant_594,Yes,No,2.3,399,4290,Casual Dining,Mumbai,2021
Restaurant_595,No,Yes,2.4,728,569,Buffet,Hyderabad,2021
Restaurant_596,Yes,Yes,3.2,4254,3943,Quick Bites,Chennai,2022
Restaurant_597,Yes,No,4.3,4688,2204,Fine Dining,Mumbai,2024
Restaurant_598,Yes,No,4.7,130,1903,Casual Dining,Pune,2021
Restaurant_599,Yes,Yes,4.0,2662,3524,Casual Dining,Kolkata,2023
Restaurant_600,Yes,No,2.3,2313,640,Fine Dining,Hyderabad,2022
Restaurant_601,Yes,No,4.0,4871,3457,Fine Dining,Delhi,2025
Restaurant_602,Yes,No,3.9,2921,3106,Casual Dining,Kolkata,2021
Restaurant_603,Yes,No,4.4,809,426,Fine Dining,Chennai,2023
Restaurant_604,No,Yes,4.5,3390,2601,Café,Kolkata,2024
Restaurant_605,No,Yes,4.6,2116,4918,Quick Bites,Chennai,2020
Restaurant_606,Yes,Yes,3.2,1119,1224,Quick Bites,Chennai,2024
Restaurant_607,No,Yes,4.1,1260,3691,Quick Bites,Chennai,2025
Restaurant_608,No,Yes,2.8,2650,4456,Café,Pune,2021
Restaurant_609,No,Yes,5.0,1659,1070,Fine Dining,Chennai,2025
Restaurant_610,No,No,2.5,1355,3399,Buffet,Chennai,2022
Restaurant_611,No,Yes,2.0,2966,1945,Fine Dining,Delhi,2019
Restaurant_612,No,No,2.4,2456,643,Casual Dining,Mumbai,2021
Restaurant_613,Yes,No,4.3,3374,4758,Quick Bites,Bangalore,2019
Restaurant_614,No,No,3.3,494,672,Fine Dining,Mumbai,2023
Restaurant_615,No,Yes,3.3,812,279,Buffet,Chennai,2020
Restaurant_616,No,No,4.9,1725,439,Casual Dining,Delhi,2018
Restaurant_617,No,Yes,4.8,1925,4852,Café,Kolkata,2025
Restaurant_618,Yes,No,2.9,3493,789,Café,Delhi,2024
Restaurant_619,Yes,No,2.6,1767,1560,Buffet,Chennai,2020
Restaurant_620,Yes,Yes,4.5,1819,2084,Casual Dining,Delhi,2021
Restaurant_621,Yes,No,4.7,3017,2516,Quick Bites,Hyderabad,2019
Restaurant_622,No,No,3.6,3235,4630,Fine Dining,Delhi,2024
Restaurant_623,Yes,No,3.9,3505,511,Casual Dining,Chennai,2019
Restaurant_624,Yes,No,2.8,2330,1276,Café,Pune,2022
Restaurant_625,Yes,Yes,4.4,1680,233,Buffet,Hyderabad,2019
Restaurant_626,Yes,No,3.9,4625,2041,Buffet,Delhi,2022
Restaurant_627,No,No,3.5,1161,4681,Fine Dining,Bangalore,2023
Restaurant_628,Yes,Yes,2.2,4757,448,Buffet,Bangalore,2024
Restaurant_629,No,No,4.7,2233,1334,Buffet,Delhi,2024
Restaurant_630,Yes,No,3.8,2677,575,Casual Dining,Pune,2018
Restaurant_631,No,No,2.6,220,923,Quick Bites,Kolkata,2021
Restaurant_632,No,No,3.8,2504,2113,Fine Dining,Chennai,2022
Restaurant_633,Yes,Yes,4.0,4691,4497,Casual Dining,Bangalore,2018
Restaurant_634,Yes,No,3.6,4272,2692,Quick Bites,Kolkata,2019
Restaurant_635,Yes,Yes,4.2,2517,2142,Casual Dining,Delhi,2019
Restaurant_636,Yes,No,3.7,2973,4204,Casual Dining,Kolkata,2018
Restaurant_637,No,No,4.8,3438,2544,Buffet,Hyderabad,2024
Restaurant_638,No,No,2.2,3385,1531,Quick Bites,Mumbai,2019
Restaurant_639,Yes,Yes,2.3,3965,4788,Fine Dining,Bangalore,2025
Restaurant_640,Yes,No,2.5,3715,537,Fine Dining,Delhi,2023
Restaurant_641,No,No,4.1,3415,2065,Quick Bites,Chennai,2023
Restaurant_642,Yes,Yes,3.9,4048,3337,Buffet,Pune,2025
Restaurant_643,No,Yes,4.7,1062,991,Café,Hyderabad,2018
Restaurant_644,Yes,Yes,4.2,723,3811,Casual Dining,Delhi,2025
Restaurant_645,No,Yes,3.5,2898,3900,Buffet,Chennai,2022
Restaurant_646,No,No,5.0,697,1716,Quick Bites,Pune,2022
Restaurant_647,No,No,2.8,339,4153,Casual Dining,Pune,2018
Restaurant_648,No,No,4.5,1756,4108,Fine Dining,Delhi,2025
Restaurant_649,No,No,3.3,1217,2873,Café,Hyderabad,2022
Restaurant_650,Yes,Yes,3.9,2152,2322,Fine Dining,Kolkata,2024
Restaurant_651,No,No,4.2,794,3985,Quick Bites,Kolkata,2025
Restaurant_652,Yes,No,3.9,2706,258,Casual Dining,Pune,2024
Restaurant_653,No,No,2.4,3830,2633,Quick Bites,Kolkata,2022
Restaurant_654,No,No,3.3,3728,2262,Casual Dining,Mumbai,2023
Restaurant_655,Yes,Yes,3.7,2703,1454,Buffet,Pune,2022
Restaurant_656,Yes,No,4.5,635,3888,Café,Pune,2024
Restaurant_657,Yes,No,3.3,4244,3948,Buffet,Chennai,2020
Restaurant_658,Yes,No,4.8,3718,4330,Buffet,Kolkata,2021
Restaurant_659,No,Yes,3.3,771,4457,Quick Bites,Hyderabad,2019
Restaurant_660,Yes,Yes,3.6,3989,3229,Café,Pune,2025
Restaurant_661,No,No,4.4,3539,3046,Casual Dining,Hyderabad,2020
Restaurant_662,Yes,No,3.7,1565,670,Casual Dining,Mumbai,2022
Restaurant_663,Yes,No,4.9,3643,4235,Fine Dining,Chennai,2023
Restaurant_664,No,Yes,4.0,685,3099,Casual Dining,Delhi,2018
Restaurant_665,No,No,3.6,4197,1646,Quick Bites,Hyderabad,2022
Restaurant_666,Yes,No,2.1,46,4643,Buffet,Pune,2023
Restaurant_667,No,No,3.2,3846,4989,Buffet,Mumbai,2021
Restaurant_668,No,Yes,2.9,1797,1112,Buffet,Bangalore,2022
Restaurant_669,No,No,4.2,2737,4442,Café,Mumbai,2024
Restaurant_670,No,No,2.6,3890,1911,Casual Dining,Mumbai,2018
Restaurant_671,No,Yes,2.6,1904,874,Quick Bites,Chennai,2023
Restaurant_672,No,Yes,2.6,146,1639,Café,Delhi,2023
Restaurant_673,No,No,2.4,3086,2934,Fine Dining,Bangalore,2023
Restaurant_674,No,Yes,2.9,3893,3830,Quick Bites,Kolkata,2021
Restaurant_675,Yes,No,4.7,671,885,Quick Bites,Kolkata,2022
Restaurant_676,No,Yes,4.3,1820,1326,Quick Bites,Hyderabad,2021
Restaurant_677,Yes,Yes,4.2,424,4416,Buffet,Mumbai,2025
Restaurant_678,No,No,4.4,352,2666,Quick Bites,Chennai,2019
Restaurant_679,No,No,2.8,2739,2597,Casual Dining,Chennai,2019
Restaurant_680,No,No,4.7,3460,4337,Quick Bites,Kolkata,2025
Restaurant_681,No,Yes,2.4,3675,3638,Buffet,Hyderabad,2022
Restaurant_682,Yes,No,3.0,3747,4324,Quick Bites,Hyderabad,2024
Restaurant_683,Yes,No,3.8,3907,1165,Fine Dining,Hyderabad,2021
Restaurant_684,No,No,2.3,4251,1119,Fine Dining,Bangalore,2018
Restaurant_685,Yes,No,4.2,4428,3072,Buffet,Delhi,2023
Restaurant_686,No,No,3.2,2179,1708,Casual Dining,Bangalore,2023
Restaurant_687,No,Yes,4.4,1888,1412,Casual Dining,Pune,2022
Restaurant_688,Yes,No,3.5,3980,1071,Café,Pune,2024
Restaurant_689,Yes,No,2.5,4706,4590,Buffet,Delhi,2019
Restaurant_690,No,Yes,4.2,4580,3454,Quick Bites,Kolkata,2019
Restaurant_691,No,No,2.8,2627,1063,Buffet,Delhi,2023
Restaurant_692,Yes,No,3.5,1525,4153,Café,Chennai,2022
Restaurant_693,No,No,2.2,584,3308,Buffet,Pune,2021
Restaurant_694,Yes,No,3.9,4452,3255,Buffet,Mumbai,2019
Restaurant_695,No,No,4.0,2877,4194,Café,Mumbai,2021
Restaurant_696,No,Yes,3.1,3554,2882,Casual Dining,Kolkata,2024
Restaurant_697,Yes,Yes,4.9,4487,4890,Quick Bites,Chennai,2019
Restaurant_698,Yes,Yes,4.6,81,813,Café,Bangalore,2019
Restaurant_699,Yes,No,4.1,2578,2072,Fine Dining,Chennai,2020
Restaurant_700,No,Yes,4.1,3447,3354,Casual Dining,Mumbai,2019
Restaurant_701,No,No,2.8,2990,4760,Fine Dining,Mumbai,2025
Restaurant_702,No,No,4.0,1127,3573,Casual Dining,Pune,2018
Restaurant_703,No,No,2.6,2396,3391,Quick Bites,Chennai,2025
Restaurant_704,Yes,Yes,2.4,3518,767,Quick Bites,Chennai,2022
Restaurant_705,No,Yes,5.0,1369,4333,Buffet,Mumbai,2022
Restaurant_706,No,Yes,3.9,4769,444,Fine Dining,Bangalore,2021
Restaurant_707,No,No,3.3,1525,220,Casual Dining,Kolkata,2025
Restaurant_708,Yes,Yes,2.9,49,593,Quick Bites,Hyderabad,2025
Restaurant_709,No,No,3.8,1392,4014,Café,Kolkata,2025
Restaurant_710,No,Yes,2.1,2040,2255,Quick Bites,Chennai,2024
Restaurant_711,Yes,Yes,2.3,2631,3715,Café,Kolkata,2019
Restaurant_712,No,No,2.1,1910,2575,Casual Dining,Mumbai,2018
Restaurant_713,No,No,3.5,2227,2110,Quick Bites,Mumbai,2021
Restaurant_714,Yes,Yes,3.8,4806,489,Quick Bites,Chennai,2025
Restaurant_715,No,Yes,2.2,4616,2758,Casual Dining,Chennai,2025
Restaurant_716,No,Yes,4.2,1293,560,Quick Bites,Hyderabad,2020
Restaurant_717,No,No,2.7,593,1822,Café,Hyderabad,2021
Restaurant_718,Yes,No,4.1,468,4514,Quick Bites,Pune,2025
Restaurant_719,No,Yes,4.9,2275,4294,Fine Dining,Chennai,2021
Restaurant_720,No,Yes,4.1,2676,2653,Buffet,Bangalore,2019
Restaurant_721,Yes,No,4.6,825,2215,Café,Kolkata,2020
Restaurant_722,Yes,Yes,4.8,2521,2240,Fine Dining,Chennai,2021
Restaurant_723,No,No,3.5,256,2244,Casual Dining,Delhi,2018
Restaurant_724,No,No,4.1,4835,3000,Café,Pune,2018
Restaurant_725,No,No,4.6,426,3170,Buffet,Delhi,2022
Restaurant_726,No,No,3.1,4473,1031,Buffet,Mumbai,2020
Restaurant_727,Yes,No,2.8,3727,1993,Casual Dining,Hyderabad,2020
Restaurant_728,No,No,4.8,117,3892,Casual Dining,Kolkata,2022
Restaurant_729,Yes,Yes,4.2,2641,1991,Café,Chennai,2021
Restaurant_730,Yes,No,2.7,848,3041,Quick Bites,Delhi,2020
Restaurant_731,No,No,3.3,4523,4890,Casual Dining,Kolkata,2018
